,Family,LigandType,Value,Category
4729,Class A orphans,orphan,16.0,Identify
4730,Class A orphans,orphan,32.0,Similarity
4731,Class A orphans,orphan,15.0,Identify
4732,Class A orphans,orphan,32.0,Similarity
4733,Class A orphans,orphan,14.0,Identify
4734,Class A orphans,orphan,31.0,Similarity
4735,Class A orphans,orphan,17.0,Identify
4736,Class A orphans,orphan,31.0,Similarity
4737,Class A orphans,orphan,16.0,Identify
4738,Class A orphans,orphan,31.0,Similarity
4739,Class A orphans,orphan,13.0,Identify
4740,Class A orphans,orphan,30.0,Similarity
4741,Class A orphans,orphan,15.0,Identify
4742,Class A orphans,orphan,30.0,Similarity
4743,Class A orphans,orphan,13.0,Identify
4744,Class A orphans,orphan,28.0,Similarity
4745,Class A orphans,orphan,14.0,Identify
4746,Class A orphans,orphan,28.0,Similarity
4747,Class A orphans,orphan,14.0,Identify
4748,Class A orphans,orphan,28.0,Similarity
4749,Class A orphans,orphan,14.0,Identify
4750,Class A orphans,orphan,28.0,Similarity
4751,Class A orphans,orphan,14.0,Identify
4752,Class A orphans,orphan,25.0,Similarity
4753,Class A orphans,orphan,13.0,Identify
4754,Class A orphans,orphan,23.0,Similarity
4755,Class A orphans,orphan,10.0,Identify
4756,Class A orphans,orphan,19.0,Similarity
4757,Class A orphans,orphan,7.0,Identify
4758,Class A orphans,orphan,39.0,Similarity
4759,Class A orphans,orphan,19.0,Identify
4760,Class A orphans,orphan,38.0,Similarity
4761,Class A orphans,orphan,21.0,Identify
4762,Class A orphans,orphan,38.0,Similarity
4763,Class A orphans,orphan,17.0,Identify
4764,Class A orphans,orphan,38.0,Similarity
4765,Class A orphans,orphan,16.0,Identify
4766,Class A orphans,orphan,38.0,Similarity
4767,Class A orphans,orphan,16.0,Identify
4768,Class A orphans,orphan,36.0,Similarity
4769,Class A orphans,orphan,20.0,Identify
4770,Class A orphans,orphan,36.0,Similarity
4771,Class A orphans,orphan,16.0,Identify
4772,Class A orphans,orphan,35.0,Similarity
4773,Class A orphans,orphan,15.0,Identify
4774,Class A orphans,orphan,33.0,Similarity
4775,Class A orphans,orphan,16.0,Identify
4776,Class A orphans,orphan,33.0,Similarity
4777,Class A orphans,orphan,14.0,Identify
4778,Class A orphans,orphan,32.0,Similarity
4779,Class A orphans,orphan,17.0,Identify
4780,Class A orphans,orphan,31.0,Similarity
4781,Class A orphans,orphan,21.0,Identify
4782,Class A orphans,orphan,31.0,Similarity
4783,Class A orphans,orphan,17.0,Identify
4784,Class A orphans,orphan,31.0,Similarity
4785,Class A orphans,orphan,17.0,Identify
4786,Class A orphans,orphan,31.0,Similarity
4787,Class A orphans,orphan,16.0,Identify
4788,Class A orphans,orphan,31.0,Similarity
4789,Class A orphans,orphan,16.0,Identify
4790,Class A orphans,orphan,31.0,Similarity
4791,Class A orphans,orphan,15.0,Identify
4792,Class A orphans,orphan,30.0,Similarity
4793,Class A orphans,orphan,15.0,Identify
4794,Class A orphans,orphan,30.0,Similarity
4795,Class A orphans,orphan,12.0,Identify
4796,Class A orphans,orphan,29.0,Similarity
4797,Class A orphans,orphan,14.0,Identify
4798,Class A orphans,orphan,29.0,Similarity
4799,Class A orphans,orphan,14.0,Identify
4800,Class A orphans,orphan,28.0,Similarity
4801,Class A orphans,orphan,15.0,Identify
4802,Class A orphans,orphan,28.0,Similarity
4803,Class A orphans,orphan,14.0,Identify
4804,Class A orphans,orphan,28.0,Similarity
4805,Class A orphans,orphan,14.0,Identify
4806,Class A orphans,orphan,28.0,Similarity
4807,Class A orphans,orphan,13.0,Identify
4808,Class A orphans,orphan,27.0,Similarity
4809,Class A orphans,orphan,16.0,Identify
4810,Class A orphans,orphan,27.0,Similarity
4811,Class A orphans,orphan,15.0,Identify
4812,Class A orphans,orphan,27.0,Similarity
4813,Class A orphans,orphan,13.0,Identify
4814,Class A orphans,orphan,27.0,Similarity
4815,Class A orphans,orphan,13.0,Identify
4816,Class A orphans,orphan,27.0,Similarity
4817,Class A orphans,orphan,13.0,Identify
4818,Class A orphans,orphan,26.0,Similarity
4819,Class A orphans,orphan,14.0,Identify
4820,Class A orphans,orphan,25.0,Similarity
4821,Class A orphans,orphan,13.0,Identify
4822,Class A orphans,orphan,25.0,Similarity
4823,Class A orphans,orphan,13.0,Identify
4824,Class A orphans,orphan,25.0,Similarity
4825,Class A orphans,orphan,11.0,Identify
4826,Class A orphans,orphan,24.0,Similarity
4827,Class A orphans,orphan,13.0,Identify
4828,Class A orphans,orphan,23.0,Similarity
4829,Class A orphans,orphan,14.0,Identify
4830,Class A orphans,orphan,23.0,Similarity
4831,Class A orphans,orphan,11.0,Identify
4832,Class A orphans,orphan,22.0,Similarity
4833,Class A orphans,orphan,12.0,Identify
4834,Class A orphans,orphan,22.0,Similarity
4835,Class A orphans,orphan,11.0,Identify
4836,Class A orphans,orphan,21.0,Similarity
4837,Class A orphans,orphan,9.0,Identify
4838,Class A orphans,orphan,18.0,Similarity
4839,Class A orphans,orphan,10.0,Identify
4840,Class A orphans,orphan,36.0,Similarity
4841,Class A orphans,orphan,16.0,Identify
4842,Class A orphans,orphan,33.0,Similarity
4843,Class A orphans,orphan,13.0,Identify
4844,Class A orphans,orphan,32.0,Similarity
4845,Class A orphans,orphan,12.0,Identify
4846,Class A orphans,orphan,32.0,Similarity
4847,Class A orphans,orphan,12.0,Identify
4848,Class A orphans,orphan,31.0,Similarity
4849,Class A orphans,orphan,16.0,Identify
4850,Class A orphans,orphan,31.0,Similarity
4851,Class A orphans,orphan,13.0,Identify
4852,Class A orphans,orphan,30.0,Similarity
4853,Class A orphans,orphan,14.0,Identify
4854,Class A orphans,orphan,30.0,Similarity
4855,Class A orphans,orphan,13.0,Identify
4856,Class A orphans,orphan,30.0,Similarity
4857,Class A orphans,orphan,13.0,Identify
4858,Class A orphans,orphan,30.0,Similarity
4859,Class A orphans,orphan,13.0,Identify
4860,Class A orphans,orphan,30.0,Similarity
4861,Class A orphans,orphan,11.0,Identify
4862,Class A orphans,orphan,29.0,Similarity
4863,Class A orphans,orphan,14.0,Identify
4864,Class A orphans,orphan,29.0,Similarity
4865,Class A orphans,orphan,13.0,Identify
4866,Class A orphans,orphan,29.0,Similarity
4867,Class A orphans,orphan,9.0,Identify
4868,Class A orphans,orphan,28.0,Similarity
4869,Class A orphans,orphan,15.0,Identify
4870,Class A orphans,orphan,28.0,Similarity
4871,Class A orphans,orphan,11.0,Identify
4872,Class A orphans,orphan,27.0,Similarity
4873,Class A orphans,orphan,14.0,Identify
4874,Class A orphans,orphan,27.0,Similarity
4875,Class A orphans,orphan,12.0,Identify
4876,Class A orphans,orphan,27.0,Similarity
4877,Class A orphans,orphan,11.0,Identify
4878,Class A orphans,orphan,26.0,Similarity
4879,Class A orphans,orphan,15.0,Identify
4880,Class A orphans,orphan,26.0,Similarity
4881,Class A orphans,orphan,14.0,Identify
4882,Class A orphans,orphan,26.0,Similarity
4883,Class A orphans,orphan,14.0,Identify
4884,Class A orphans,orphan,26.0,Similarity
4885,Class A orphans,orphan,14.0,Identify
4886,Class A orphans,orphan,26.0,Similarity
4887,Class A orphans,orphan,12.0,Identify
4888,Class A orphans,orphan,26.0,Similarity
4889,Class A orphans,orphan,12.0,Identify
4890,Class A orphans,orphan,26.0,Similarity
4891,Class A orphans,orphan,11.0,Identify
4892,Class A orphans,orphan,25.0,Similarity
4893,Class A orphans,orphan,13.0,Identify
4894,Class A orphans,orphan,25.0,Similarity
4895,Class A orphans,orphan,13.0,Identify
4896,Class A orphans,orphan,25.0,Similarity
4897,Class A orphans,orphan,12.0,Identify
4898,Class A orphans,orphan,25.0,Similarity
4899,Class A orphans,orphan,12.0,Identify
4900,Class A orphans,orphan,25.0,Similarity
4901,Class A orphans,orphan,11.0,Identify
4902,Class A orphans,orphan,25.0,Similarity
4903,Class A orphans,orphan,11.0,Identify
4904,Class A orphans,orphan,25.0,Similarity
4905,Class A orphans,orphan,10.0,Identify
4906,Class A orphans,orphan,24.0,Similarity
4907,Class A orphans,orphan,13.0,Identify
4908,Class A orphans,orphan,24.0,Similarity
4909,Class A orphans,orphan,13.0,Identify
4910,Class A orphans,orphan,24.0,Similarity
4911,Class A orphans,orphan,11.0,Identify
4912,Class A orphans,orphan,23.0,Similarity
4913,Class A orphans,orphan,11.0,Identify
4914,Class A orphans,orphan,23.0,Similarity
4915,Class A orphans,orphan,11.0,Identify
4916,Class A orphans,orphan,22.0,Similarity
4917,Class A orphans,orphan,10.0,Identify
4918,Class A orphans,orphan,19.0,Similarity
4919,Class A orphans,orphan,9.0,Identify
4920,Class A orphans,orphan,55.0,Similarity
4921,Class A orphans,orphan,32.0,Identify
4922,Class A orphans,orphan,50.0,Similarity
4923,Class A orphans,orphan,30.0,Identify
4924,Class A orphans,orphan,47.0,Similarity
4925,Class A orphans,orphan,25.0,Identify
4926,Class A orphans,orphan,46.0,Similarity
4927,Class A orphans,orphan,25.0,Identify
4928,Class A orphans,orphan,45.0,Similarity
4929,Class A orphans,orphan,26.0,Identify
4930,Class A orphans,orphan,45.0,Similarity
4931,Class A orphans,orphan,25.0,Identify
4932,Class A orphans,orphan,44.0,Similarity
4933,Class A orphans,orphan,27.0,Identify
4934,Class A orphans,orphan,44.0,Similarity
4935,Class A orphans,orphan,24.0,Identify
4936,Class A orphans,orphan,42.0,Similarity
4937,Class A orphans,orphan,25.0,Identify
4938,Class A orphans,orphan,42.0,Similarity
4939,Class A orphans,orphan,23.0,Identify
4940,Class A orphans,orphan,40.0,Similarity
4941,Class A orphans,orphan,24.0,Identify
4942,Class A orphans,orphan,40.0,Similarity
4943,Class A orphans,orphan,18.0,Identify
4944,Class A orphans,orphan,39.0,Similarity
4945,Class A orphans,orphan,19.0,Identify
4946,Class A orphans,orphan,37.0,Similarity
4947,Class A orphans,orphan,19.0,Identify
4948,Class A orphans,orphan,37.0,Similarity
4949,Class A orphans,orphan,17.0,Identify
4950,Class A orphans,orphan,36.0,Similarity
4951,Class A orphans,orphan,12.0,Identify
4952,Class A orphans,orphan,34.0,Similarity
4953,Class A orphans,orphan,17.0,Identify
4954,Class A orphans,orphan,34.0,Similarity
4955,Class A orphans,orphan,16.0,Identify
4956,Class A orphans,orphan,34.0,Similarity
4957,Class A orphans,orphan,14.0,Identify
4958,Class A orphans,orphan,34.0,Similarity
4959,Class A orphans,orphan,14.0,Identify
4960,Class A orphans,orphan,34.0,Similarity
4961,Class A orphans,orphan,13.0,Identify
4962,Class A orphans,orphan,33.0,Similarity
4963,Class A orphans,orphan,19.0,Identify
4964,Class A orphans,orphan,33.0,Similarity
4965,Class A orphans,orphan,17.0,Identify
4966,Class A orphans,orphan,33.0,Similarity
4967,Class A orphans,orphan,16.0,Identify
4968,Class A orphans,orphan,33.0,Similarity
4969,Class A orphans,orphan,16.0,Identify
4970,Class A orphans,orphan,33.0,Similarity
4971,Class A orphans,orphan,14.0,Identify
4972,Class A orphans,orphan,33.0,Similarity
4973,Class A orphans,orphan,13.0,Identify
4974,Class A orphans,orphan,32.0,Similarity
4975,Class A orphans,orphan,16.0,Identify
4976,Class A orphans,orphan,32.0,Similarity
4977,Class A orphans,orphan,14.0,Identify
4978,Class A orphans,orphan,32.0,Similarity
4979,Class A orphans,orphan,14.0,Identify
4980,Class A orphans,orphan,32.0,Similarity
4981,Class A orphans,orphan,14.0,Identify
4982,Class A orphans,orphan,31.0,Similarity
4983,Class A orphans,orphan,15.0,Identify
4984,Class A orphans,orphan,31.0,Similarity
4985,Class A orphans,orphan,11.0,Identify
4986,Class A orphans,orphan,29.0,Similarity
4987,Class A orphans,orphan,14.0,Identify
4988,Class A orphans,orphan,28.0,Similarity
4989,Class A orphans,orphan,13.0,Identify
4990,Class A orphans,orphan,27.0,Similarity
4991,Class A orphans,orphan,13.0,Identify
4992,Class A orphans,orphan,26.0,Similarity
4993,Class A orphans,orphan,15.0,Identify
4994,Class A orphans,orphan,22.0,Similarity
4995,Class A orphans,orphan,8.0,Identify
4996,Class A orphans,orphan,18.0,Similarity
4997,Class A orphans,orphan,9.0,Identify
4998,Class A orphans,orphan,89.0,Similarity
4999,Class A orphans,orphan,77.0,Identify
5000,Class A orphans,orphan,40.0,Similarity
5001,Class A orphans,orphan,18.0,Identify
5002,Class A orphans,orphan,39.0,Similarity
5003,Class A orphans,orphan,20.0,Identify
5004,Class A orphans,orphan,38.0,Similarity
5005,Class A orphans,orphan,23.0,Identify
5006,Class A orphans,orphan,38.0,Similarity
5007,Class A orphans,orphan,15.0,Identify
5008,Class A orphans,orphan,37.0,Similarity
5009,Class A orphans,orphan,17.0,Identify
5010,Class A orphans,orphan,36.0,Similarity
5011,Class A orphans,orphan,21.0,Identify
5012,Class A orphans,orphan,36.0,Similarity
5013,Class A orphans,orphan,21.0,Identify
5014,Class A orphans,orphan,36.0,Similarity
5015,Class A orphans,orphan,21.0,Identify
5016,Class A orphans,orphan,36.0,Similarity
5017,Class A orphans,orphan,19.0,Identify
5018,Class A orphans,orphan,36.0,Similarity
5019,Class A orphans,orphan,15.0,Identify
5020,Class A orphans,orphan,35.0,Similarity
5021,Class A orphans,orphan,16.0,Identify
5022,Class A orphans,orphan,35.0,Similarity
5023,Class A orphans,orphan,16.0,Identify
5024,Class A orphans,orphan,35.0,Similarity
5025,Class A orphans,orphan,15.0,Identify
5026,Class A orphans,orphan,34.0,Similarity
5027,Class A orphans,orphan,20.0,Identify
5028,Class A orphans,orphan,34.0,Similarity
5029,Class A orphans,orphan,19.0,Identify
5030,Class A orphans,orphan,34.0,Similarity
5031,Class A orphans,orphan,17.0,Identify
5032,Class A orphans,orphan,34.0,Similarity
5033,Class A orphans,orphan,16.0,Identify
5034,Class A orphans,orphan,33.0,Similarity
5035,Class A orphans,orphan,16.0,Identify
5036,Class A orphans,orphan,32.0,Similarity
5037,Class A orphans,orphan,18.0,Identify
5038,Class A orphans,orphan,32.0,Similarity
5039,Class A orphans,orphan,17.0,Identify
5040,Class A orphans,orphan,32.0,Similarity
5041,Class A orphans,orphan,16.0,Identify
5042,Class A orphans,orphan,32.0,Similarity
5043,Class A orphans,orphan,16.0,Identify
5044,Class A orphans,orphan,32.0,Similarity
5045,Class A orphans,orphan,15.0,Identify
5046,Class A orphans,orphan,31.0,Similarity
5047,Class A orphans,orphan,18.0,Identify
5048,Class A orphans,orphan,31.0,Similarity
5049,Class A orphans,orphan,17.0,Identify
5050,Class A orphans,orphan,30.0,Similarity
5051,Class A orphans,orphan,16.0,Identify
5052,Class A orphans,orphan,29.0,Similarity
5053,Class A orphans,orphan,16.0,Identify
5054,Class A orphans,orphan,29.0,Similarity
5055,Class A orphans,orphan,14.0,Identify
5056,Class A orphans,orphan,29.0,Similarity
5057,Class A orphans,orphan,14.0,Identify
5058,Class A orphans,orphan,29.0,Similarity
5059,Class A orphans,orphan,14.0,Identify
5060,Class A orphans,orphan,28.0,Similarity
5061,Class A orphans,orphan,14.0,Identify
5062,Class A orphans,orphan,28.0,Similarity
5063,Class A orphans,orphan,12.0,Identify
5064,Class A orphans,orphan,26.0,Similarity
5065,Class A orphans,orphan,16.0,Identify
5066,Class A orphans,orphan,24.0,Similarity
5067,Class A orphans,orphan,11.0,Identify
5068,Class A orphans,orphan,24.0,Similarity
5069,Class A orphans,orphan,9.0,Identify
5070,Class A orphans,orphan,23.0,Similarity
5071,Class A orphans,orphan,10.0,Identify
5072,Class A orphans,orphan,22.0,Similarity
5073,Class A orphans,orphan,8.0,Identify
5074,Class A orphans,orphan,63.0,Similarity
5075,Class A orphans,orphan,43.0,Identify
5076,Class A orphans,orphan,59.0,Similarity
5077,Class A orphans,orphan,41.0,Identify
5078,Class A orphans,orphan,56.0,Similarity
5079,Class A orphans,orphan,38.0,Identify
5080,Class A orphans,orphan,44.0,Similarity
5081,Class A orphans,orphan,22.0,Identify
5082,Class A orphans,orphan,41.0,Similarity
5083,Class A orphans,orphan,20.0,Identify
5084,Class A orphans,orphan,40.0,Similarity
5085,Class A orphans,orphan,24.0,Identify
5086,Class A orphans,orphan,39.0,Similarity
5087,Class A orphans,orphan,23.0,Identify
5088,Class A orphans,orphan,39.0,Similarity
5089,Class A orphans,orphan,19.0,Identify
5090,Class A orphans,orphan,38.0,Similarity
5091,Class A orphans,orphan,19.0,Identify
5092,Class A orphans,orphan,38.0,Similarity
5093,Class A orphans,orphan,14.0,Identify
5094,Class A orphans,orphan,37.0,Similarity
5095,Class A orphans,orphan,25.0,Identify
5096,Class A orphans,orphan,37.0,Similarity
5097,Class A orphans,orphan,21.0,Identify
5098,Class A orphans,orphan,37.0,Similarity
5099,Class A orphans,orphan,21.0,Identify
5100,Class A orphans,orphan,36.0,Similarity
5101,Class A orphans,orphan,19.0,Identify
5102,Class A orphans,orphan,36.0,Similarity
5103,Class A orphans,orphan,18.0,Identify
5104,Class A orphans,orphan,35.0,Similarity
5105,Class A orphans,orphan,18.0,Identify
5106,Class A orphans,orphan,35.0,Similarity
5107,Class A orphans,orphan,16.0,Identify
5108,Class A orphans,orphan,34.0,Similarity
5109,Class A orphans,orphan,20.0,Identify
5110,Class A orphans,orphan,34.0,Similarity
5111,Class A orphans,orphan,17.0,Identify
5112,Class A orphans,orphan,34.0,Similarity
5113,Class A orphans,orphan,17.0,Identify
5114,Class A orphans,orphan,33.0,Similarity
5115,Class A orphans,orphan,19.0,Identify
5116,Class A orphans,orphan,33.0,Similarity
5117,Class A orphans,orphan,16.0,Identify
5118,Class A orphans,orphan,32.0,Similarity
5119,Class A orphans,orphan,16.0,Identify
5120,Class A orphans,orphan,32.0,Similarity
5121,Class A orphans,orphan,14.0,Identify
5122,Class A orphans,orphan,31.0,Similarity
5123,Class A orphans,orphan,16.0,Identify
5124,Class A orphans,orphan,31.0,Similarity
5125,Class A orphans,orphan,15.0,Identify
5126,Class A orphans,orphan,30.0,Similarity
5127,Class A orphans,orphan,17.0,Identify
5128,Class A orphans,orphan,30.0,Similarity
5129,Class A orphans,orphan,15.0,Identify
5130,Class A orphans,orphan,29.0,Similarity
5131,Class A orphans,orphan,16.0,Identify
5132,Class A orphans,orphan,28.0,Similarity
5133,Class A orphans,orphan,15.0,Identify
5134,Class A orphans,orphan,28.0,Similarity
5135,Class A orphans,orphan,15.0,Identify
5136,Class A orphans,orphan,26.0,Similarity
5137,Class A orphans,orphan,14.0,Identify
5138,Class A orphans,orphan,26.0,Similarity
5139,Class A orphans,orphan,11.0,Identify
5140,Class A orphans,orphan,25.0,Similarity
5141,Class A orphans,orphan,12.0,Identify
5142,Class A orphans,orphan,25.0,Similarity
5143,Class A orphans,orphan,9.0,Identify
5144,Class A orphans,orphan,24.0,Similarity
5145,Class A orphans,orphan,15.0,Identify
5146,Class A orphans,orphan,24.0,Similarity
5147,Class A orphans,orphan,7.0,Identify
5148,Class A orphans,orphan,75.0,Similarity
5149,Class A orphans,orphan,62.0,Identify
5150,Class A orphans,orphan,50.0,Similarity
5151,Class A orphans,orphan,33.0,Identify
5152,Class A orphans,orphan,43.0,Similarity
5153,Class A orphans,orphan,23.0,Identify
5154,Class A orphans,orphan,38.0,Similarity
